npc_id,npc_name,notes
142198,Void-Touched Fox,Has a void-effect that is lost upon taming.
142312,Skullripper,"Located in Battle of Stromgarde (Warfront). This version of Skullripper sometimes appears in the warfront instance, by a rocky outcrop east (and a little south) of Dabyrie's Farmstead."
142333,Giant Plains Creeper,"Found in the Battle for Azeroth zone phase, in the south-west part of the zone."
142337,Mesa Buzzard,Found in the Battle for Azeroth zone phase.
142338,Highland Strider,Found in the Battle for Azeroth zone phase.
142339,Highland Thrasher,Found in the Battle for Azeroth zone phase.
142340,Highland Fleshripper,"Found in the Battle for Azeroth zone phase, in the south-west part of the zone."
142341,Elder Mesa Buzzard,Found in the Battle for Azeroth zone phase.
142342,Vicious Black Bear,Found in the Battle for Azeroth zone phase.
142347,Wild Horse,"Found in the Battle for Azeroth phase, south and west of Newstead, north of Highlands Mill."
142361,Plaguefeather,Located in Battle of Stromgarde (Warfront). This version of Plaguefeather sometimes appears in the mid-southern regions of the warfront instance.
142403,Wild Hog,Found in a range extending east from Millstone Hamlet to near where Osca the Bloodied spawns in the Roaring Highland.
142435,Plaguefeather,"Plaguefeather is found in the Battle for Azeroth phase of the zone. It circles a tree on a hill, due east of the Circle of Inner Binding, which is east of Stromgarde Keep."
142437,Skullripper,Appears in the Battle for Azeroth zone phase. Found by a rocky outcrop east (and a little south) of Dabyrie's Farmstead.
142438,Venomarus,Appears in the Battle for Azeroth zone phase. North of Go'shek Farm.
142440,Yogursa,"Appears in the Battle for Azeroth zone phase, near Newstead."
142464,Moult <Stalker Mojica's Pet>,"Alliance hunters can tame this snake in the usual way, but it is friendly to Horde and can only be tamed by Horde hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. Moult accompanies Stalker Mojica around the outside of Dazar'alor and probably shouldn't be tameable."
142610,Pack Mule,"Horde hunters can tame this Pack Mule the usual way, but it is friendly to Alliance and can only be tamed by Alliance hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode."
142713,Displaced Chimaera,Level 110 (War of the Thorns) zone phase.
142717,SQUAAAWK! <Man-Hunter Rog's Pet>,Found in the Battle for Azeroth zone phase.
142935,Pollen-Coated Swarmer,"There is a chance this blood tick will spawn when players with the herbalism profession gather Siren's Sting in any of the zones of Zandalar. It's unconfirmed, but possible, that you have to have reached at least Rank 2 in Siren's Sting gathering for it to spawn."
143416,Ancient Core Hound,"Located in Molten Core (Dark Iron Dwarf Scenario). This version of the Ancient Core Hound is found in the scenario in which you recruit the Dark Iron Dwarves to the Alliance, so it's only accessible by Alliance players on that one occasion."
143510,Pollen-Coated Drone,"There is a chance this bee will spawn when players with the herbalism profession gather Siren's Sting in any of the zones of Kul Tiras. It's unconfirmed, but possible, that you have to have reached at least Rank 2 in Siren's Sting gathering for it to spawn."
143700,Domestic Alpaca,"Horde hunters can tame this alpaca the usual way, but it is friendly to Alliance and can only be tamed by Alliance hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. It can be found in several locations: (i) at a stable just south-east of Proudmoore Keep; (ii) at a stable by the Boralus Wall, just north of the harbor gates, and (iii) at the stables in Hatherord, to the north of Boralus."
143718,Overfed Snapper,"Found sporadically in coastal areas of Tiragarde, especially outside Boralus, and in north-eastern waters of Stormsong."
143740,Dot,"This alpaca is normally friendly to Horde and can only be tamed by using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. The version of Dot with this ID appears at Vulpera Hideaway after completing the main zone quest chain. She doesn't appear to be visible to Alliance."
143741,Dolly,"This alpaca is normally friendly to Horde and can only be tamed by using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. The version of Dolly with this ID appears at Vulpera Hideaway after completing the main zone quest chain. She doesn't appear to be visible to Alliance."
144246,K.U.-J.0.,"Located in The Under Junk, Operation: Mechagon (Dungeon). The sixth boss in the Operation: Mechagon dungeon, K.U.-J.0. is the second boss of the underground section."
144477,Mountain Goat,"The Mountain Goat with this ID is carried by an Ettin Stoneflinger. The ettin will drop the goat if attacked, or if it decides to attack another NPC (which happens often), and the goat will flee to the west. It's possible to tame the goat before it despawns, but you must be extremely quick. It's best to wait by the path to the west of the ettin and target the goat as soon as the ettin drops it and decides to attacks something else."
144638,Grong the Revenant,"Located in Battle of Dazar'alor (Raid). This undead version of Grong only appears in the Alliance version of the raid, so cannot be tamed by Horde hunters. He's the third boss of the raid."
144731,Forsaken Bonechewer,"Alliance hunters that are able to tame undead will be able to tame this skeletal hound in the usual way, but it is friendly to Horde and can only be tamed by Horde hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. These hounds only appear during Horde assaults on Drustvar. Two can be found on the Horde airship, just north-east of Arom's Stand, in the company of Kaldras Snape. They're located just below decks in the stern of the ship."
144825,Toxinbelly Croaker,"Located in Island Expeditions (Scenario). A possible encounter on Crestfall, Havenswood, Molten Cay, Skittering Hollow, Un'gol Ruins, Verdant Wilds, Whispering Reef."
144826,Man-Eater,"Located in Island Expeditions (Scenario). A possible encounter on Molten Cay, Un'gol Ruins, Verdant Wilds."
144827,Bogbelcher,"Located in Island Expeditions (Scenario). A possible encounter on Havenswood, Molten Cay, Verdant Wilds."
144829,Thundercroak,"Located in Island Expeditions (Scenario). A possible encounter on Havenswood, Verdant Wilds."
144830,Yaz'za the Devourer,"Located in Island Expeditions (Scenario). A possible encounter on Molten Cay, Un'gol Ruins, Verdant Wilds."
144831,Colossal Spadefoot,"Located in Island Expeditions (Scenario). A possible encounter on Havenswood, Molten Cay, Un'gol Ruins, Verdant Wilds."
144833,Whiptongue,"Located in Island Expeditions (Scenario). A possible encounter on Un'gol Ruins, Verdant Wilds."
144837,Darkshore Stag,"Found in the Battle for Azeroth zone phase, in many areas of the zone."
144839,Whitetail Doe,Found in many areas of the Battle for Azeroth zone phase.
144842,Tide Crawler,"Found in the Battle for Azeroth zone phase, along most of the foreshore and sea areas."
144993,Crazed Thistlebear,Found in many areas of the Battle for Azeroth zone phase. Covered in a dark curse aura which is lost upon taming.
145110,Ravasaur Sniffer,"Alliance hunters can tame this creature in the usual way, but it is friendly to Horde and can only be tamed by Horde hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. It is present when a Faction Assault is active in Tiragarde Sound, but only when the Alliance quest Not Too Sober Citizens Brigade is offered."
145337,Sandclaw Crab,Found throughout Nazjatar. The bronze colour does not seem to make sounds when clicked.
145444,Ravasaur Fleshripper,"Alliance hunters can tame this creature in the usual way, but it is friendly to Horde and can only be tamed by Horde hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. It is present when a Faction Assault is active in Tiragarde Sound, but only when the Alliance quest Not Too Sober Citizens Brigade is offered."
145457,Venomous Diemetradon,"Alliance hunters can tame this creature in the usual way, but it is friendly to Horde and can only be tamed by Horde hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. It is present when a Faction Assault is active in Tiragarde Sound, but only when the Alliance quest Not Too Sober Citizens Brigade is offered."
145736,Twilight Prowler,"Located in Dunwald Ruins, Twilight Highlands (Vulpera Allied Race Recruitment Phase). This saber is only available during the Vulpera Allied Race recruitment questline which means it's only ever available to Horde hunters, and possibly only once ever on your account. Of interest, this cat was originally mis-classed as a wolf, but that was fixed in the 9.0 pre-expansion patch."
145740,Tinitoa,"Normally friendly to both factions, but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. Tinitoa wears a silver crown that is lost upon taming."
146321,Tattered Silkwing,"Located in Twilight Vineyards, Suramar (Vulpera Allied Race Recruitment Phase). The version of the Tattered Silkwing with this ID is only available during the Vulpera Allied Race recruitment questline which means it's only ever available to Horde hunters, and possibly only once ever on your account."
146564,Blight Hound,"Located in Shrine of the Eclipse, The Sunwell (Scenario). This unique beast first appeared in the Blood Elf Heritage quest chain (blood elf-only), but since Patch 11.2.7 other races can encounter it by running ""The Children of Blood"" chapter of the ""Lorewalking: The Elves of Quel'thalas"" campaign, given by Lorewalker Cho in Stormwind, Orgrimmar, and Dornogal. See Wowhead's Lorewalking Overview for more information."
147453,Alpaca,"This alpaca is normally friendly and can only be tamed by using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. It only appears during Alliance assaults on Vol'dun, and can be found at a Horde camp in the south-west of the zone, far to the south-west of Whistlebloom Oasis and north-west of Scorched Sands Outpost. Look for a zeppelin tethered at some ruins."
148117,Grong,"Located in Battle of Dazar'alor (Raid). This version of Grong only appears in the Horde version of the raid, so cannot be tamed by Alliance hunters. He's the second boss of the raid."
148787,Alash'anir <Venom and Storm>,"Found in the Battle for Azeroth zone phase at coordinates ~56,31. It perches on a ridge in the eastern border mountains, overlooking a waterfall, south-west of Ruins of Mathystra."
149644,Moonhazed Nightsaber,"Found in the Battle for Azeroth zone phase. Located north-east of the Maw of the Void whirlpool, to the east of the crevasse and north of a waterfall."
149654,Glimmerspine,"Appears in the Darkshore warfront phase, in a corner of the beach west of Lor'danel and north of Gloomtide Strand."
149663,Shadowclaw,Found in the Battle for Azeroth zone phase. Located north of Ruins of Auberdine and west of Bashal'Aran.
149680,Overfed Crawler,"Found in the Battle for Azeroth zone phase. Located offshore in various parts of the zone, but only occurs sporadically."
149839,Mechanized Scraphound,"Normally found in western Mechagon, but also in other areas of the alternate timeline phase of Mechagon, which is accessible on days when Chromie is present in Rustbolt, or by activating a Personal Time Displacer."
150154,Saurolisk Bonenipper,"Located in Scrapbone Den, Operation: Mechagon (Dungeon)."
150254,Scraphound,Located in Operation: Mechagon (Dungeon).
150293,Mechagon Prowler,Located in Operation: Mechagon (Dungeon). Stealthed.
150373,Bloated Sky Ray,Found flying high above the area.
150376,Coral Skate,"This fathom ray occurs as an independent NPC, but it is also summoned as an add during combat with a Fathom Ray Broodkeeper."
150467,Colossal Sky Ray,Found flying high above the area.
151096,Hati,"Located in Spark of the Imagination (Hati quest phase), Ulduar. This version of Hati is the one you initially tame during the Spark of Genius quest chain. He sports the default appearance he had when he was bound to the artifact weapon, Titanstrike, during Legion."
151133,Hati,"'Titanstrike' : One of the six essences of Hati that may be summoned and tamed at the Shrine of Storms after restoring Hati to life during the Spark of Genius quest chain . The colour of this version is identical to the one you tame in the Spark of Imagination, in the previous stage of the quest chain, which was also the default appearance he had when he was bound to the artifact weapon, Titanstrike, during Legion. There's also a vendor, Clockwerk, in the Temple of Storms who sells toys and consumables to use with Hati."
151144,Hati,"'Eaglewatch' : One of the six essences of Hati that may be summoned and tamed at the Shrine of Storms after restoring Hati to life during the Spark of Genius quest chain . There's also a vendor, Clockwerk, in the Temple of Storms who sells toys and consumables to use with Hati."
151145,Hati,"'Elekk's Thunder' : One of the six essences of Hati that may be summoned and tamed at the Shrine of Storms after restoring Hati to life during the Spark of Genius quest chain . There's also a vendor, Clockwerk, in the Temple of Storms who sells toys and consumables to use with Hati."
151147,Hati,"'Boarshot Cannon' : One of the six essences of Hati that may be summoned and tamed at the Shrine of Storms after restoring Hati to life during the Spark of Genius quest chain . There's also a vendor, Clockwerk, in the Temple of Storms who sells toys and consumables to use with Hati."
151148,Hati,"'Serpentbite' : One of the six essences of Hati that may be summoned and tamed at the Shrine of Storms after restoring Hati to life during the Spark of Genius quest chain . There's also a vendor, Clockwerk, in the Temple of Storms who sells toys and consumables to use with Hati."
151149,Hati,"'Hati's Sacrifice' : One of the six essences of Hati that may be summoned and tamed at the Shrine of Storms after restoring Hati to life during the Spark of Genius quest chain . There's also a vendor, Clockwerk, in the Temple of Storms who sells toys and consumables to use with Hati."
151159,OOX-Fleetfoot/MG,"This mechanical rocket chicken only appears on days when Oglethorpe Obnoticus is visiting Rustbolt. It runs rapidly and randomly over most of the island, usually following roads and paths. It runs very quickly so you'll have to be quick to tame or rely on stuns and slows."
151353,Mawrat,"Located in Skoldus Hall, Torghast, Tower of the Damned (Dungeon)."
151634,Motorback Ape <Scrap King's Minion>,This creature makes some very subtle mechanical sounds when clicked.
151672,Mecharantula,A proper rare spawn that only appears occasionally.
151709,Energized Scrap Pup,"Spawns during combat with the rare NPC, Jawbreaker."
151773,Junkyard D.0.G.,"Located in The Under Junk, Operation: Mechagon (Dungeon). Two of these hounds can be found in the trash mobs before K.U.-J.O."
151809,Savannah Proudfang,Appears in all Assaults phases of the zone. Found south of the Halls of Origination.
151811,Suntouched Falcon,Appears in all Assaults phases of the zone. It has a fiery aura that is lost upon taming.
151859,Tomb Scarab,Appears in all Assaults phases of the zone. Found in various locations in eastern Uldum.
151883,Anaua,Anaua flies around the exterior of the Halls of Origination. She loses her transparent orange effect when tamed.
151933,Malfunctioning Beastbot,"Retains its electrical effects after taming. The Malfunctioning Beastbot appears occasionally in the south-west corner of Bondo's Yard. It must be activated before it can be tamed, which requires a Beastbot Powerpack, which you can manufacture at Pascal-K1N6. The recipe for this item is granted for free as part of the area progression at Rustbolt."
151945,Scavenging Dunerunner,Appears in all Assaults phases of the zone. Found in the east of the zone.
151948,Senbu the Pridefather,Appears during Amathet Assaults.
152136,Azerite Gorger,Only appears during the Heart of Azeroth quest Healing Nordrassil.
152148,Massive Endurite Gyreworm,"This gyreworm is available to Blacksmiths only. It spawns during the Blacksmithing quest An Ear to the Ground, which becomes available from your BfA Blacksmithing trainer when you reach a skill of 150 in Battle for Azeroth Blacksmithing. While the quest is in an open area, it appears to be phased so that only the quester can see the worms."
152287,Motospider,Wanders the area in packs.
152288,Motospider,Spawned by destroying Motospider Eggs.
152290,Soundless,"Has been found in south-eastern and northern parts of the area. Found atop a tall coral formation and may require flying, a Gnomish Gravity Well, or something similar to reach."
152291,Deepglider,Appears in central Nazjatar.
152296,Hungry Savagelands Juvenile,"Can be found harassing your Child of Torcali in north-east Savagelands during the Horde ""How to Train Your Direhorn"" quest A Daughter of Torcali."
152319,Steelplated Hardshell,This version is in the regular phase.
152359,Siltstalker the Packmother,Siltstalker can be found on the steps of a ruined building in the south-east of Nar'anan.
152361,Banescale the Packfather,"Banescale occasionally spawns immediately after Siltstalker the Packmother has been killed (but definitely not all the time). He appears on the path to the left of her location (when facing towards her), in south-east Nar'anan."
152448,Iridescent Glimmershell,"This rare can spawn in place of a Glimmershell Hulk. If you keep killing the latter, the Iridescent Glimmershell will eventually appear!"
152462,Chitterspine Ambusher,Stealthed. Many may be found around Chitterspine Caverns and Chitterspine Grotto in north-west Nazjatar. A few are also
152465,Needlespine,"Needlespine can appear in several different locations surrounding the Abyssal Pools, including both the northern and southern ends, and above on the rise to the west."
152552,Shassera <Nightmare in the Depths>,"Shassera's Lair is The cave entrance is at the north-east edge of Shirakess Repository, east of the Gate of the Queen."
152553,Garnetscale,Appears at the base of a waterfall.
152556,Chasm-Haunter,The Forgotten Tunnel is reached through an underwater entrance in the far south-eastern corner of Spears of Azshara.
152642,Angry Sandcrab,Spawns when you click on your first sand pile during the Alliance-only quest Crab Marks The Spot. This quest is only available when you have Blademaster Inowari active as your bodyguard and is started by a piece of parchment on a rock not far from Braxicus in Dragon's Teth Basin.
152657,Tat the Bonechewer,Appears during Amathet Assaults. Patrols south of the Obelisk of the Stars.
152708,Mawsworn Seeker,"Located in Skoldus Hall, Torghast, Tower of the Damned (Dungeon)."
152768,Venomtail Scorpid,Appears in all Assaults phases of the zone. Found in the north of the zone.
152795,Sandclaw Stoneshell,"This NPC may appear in a number of different locations within the zone, including Lemor'athra Spire (south-west edge, by a fallen tower), Coral Forest (south of Ekka's Hideaway), Elun'Alor Temple (in the building to the east, close to the Horde flightmaster Gizzik Kelpears), Ashen Strand (just north-west of the Horde Flight Point), Kal'methir, and Highborne Estates. It will randomly appear in one of five gemstone colours each time, and if you're unlucky it could take a while to find the look you're after. Fortunately it appears to spawn frequently."
152836,Azerite Borer,Located in The Maelstrom (Defending the Maelstrom Scenario). Only accessible during the quest Defending the Maelstrom.
152992,Rampaging Motospider,"Spawns when the daily Bugs, Lot of 'Em! is available. Also found in the alternate timeline phase of Mechagon, which is accessible on days when Chromie is present in Rustbolt, or by activating a Personal Time Displacer."
153096,Animated Warden,"Appears in the Assaults phase, during all Assaults."
153208,Onyx Warserpent,"Appears during Mogu Assaults, through most of the western half of the zone."
153238,Tamed Boar,Found in a pen inside the citadel grounds.
153266,Killclaw the Terrible,The large tree-ogre-club in Killclaw's side is lost after taming.
153268,Swarm Ravager,"Appears during Mantid Assaults, in the west of the zone."
153278,Kunchong Destroyer,"Appears during Mantid Assaults, in the west of the zone."
153465,Abducted Scraphound,The Abducted Scraphound is a chance spawn when you attempt to rescue abductees from a Mechagon Containment Crate during the quest Abduction Reduction.
153473,Abducted Motospider,The Abducted Motospider is a chance spawn when you attempt to rescue abductees from a Mechagon Containment Crate during the quest Abduction Reduction.
153694,Deepcoil Hatchling,Sometimes spawns when Deepcoil Eggs are destroyed during the world quest Break a Few Eggs / Break a Few Eggs.
153764,Wrinklefin <Droobie's Companion>,"Alliance hunters can tame Wrinklefin in the usual way, but it is friendly to Horde and can only be tamed by Horde hunters using the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. This fathom ray is a faction hub NPC and probably shouldn't be tameable anyway. Also of note, its title, ""Droobie's Companion"" is incorrect, as it belongs to Dren Nautilin."
153812,Chitterspine Lurker,Stealthed.
153959,Savage Snapdragon,"Its name changes to ""Sated Snapdragon"" after being fed on the quest Sating Snapdragons / Sating Snapdragons."
153965,Chitterspine Clicker,Travels in packs in the Grotto.
153966,Chitterspine Crab,Travels in packs in the Grotto.
153971,Chitterspine Clicker,Spawns occasionally when players open Chittershell Clams when on the quest Working With Purpose / Working With Purpose.
153980,Arachnoid Destroyer,"Found in the alternate timeline phase of Mechagon, which is accessible on days when Chromie is present in Rustbolt, or by activating a Personal Time Displacer."
153992,Steelplated Hardshell,"Located in The Heaps (alternate timeline), Mechagon. This version is found in the alternate timeline phase of Mechagon, which is accessible on days when Chromie is present in Rustbolt, or by activating a Personal Time Displacer."
154030,Oddly Large Mawrat,"Located in Skoldus Hall, Torghast, Tower of the Damned (Dungeon)."
154181,Juvenile Snapdragon,"Only spawns occasionally, as a pack, and attacks the Zan'jir Stalker naga."
154219,Motospider,"Spawns during combat with the rare NPC, Mecharantula."
154353,Aqir Goliath,"Found in dunes around Orsis, Ruins of Ammon, and the Cradle of the Ancients, in all Assaults phases of the zone."
154354,Aqir Stinger,"This tameable version of the Aqir Stinger is found in a number of locations in western Uldum, in all Assaults phases of the zone."
154367,Aqir Impaler,"This wasp is found in many locations in western Uldum, in all Assaults phases of the zone. Note: there is an extremely small chance (maybe 1%) that the Aqir Impaler will spawn in its red colour. Most of the time it's blue, so if you're after a red wasp and the Aqir Unearthed Assault is active then you're better looking for the Corpse Swarmers that spawn with Corpse Eater."
154576,Aqir Titanus,Located between Orsis and Ruins of Ammon in all Assaults phases of the zone.
154604,Lord Aj'qirai,Appears during Aqir Unearthed Assaults.
154761,Rajani Warserpent,"Normally friendly, but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. Appears in the Assaults phase of the zone, during all Assaults. Hovers near the entrance to the Silent Sanctuary."
154935,Gorgonian Scavenger,"These crabs may be phased. If so, they can still be viewed and pulled out of the area for taming from the adjacent area to the west: The Empress's Approach."
154936,Hungry Nibbler,"These crabs may be phased. If so, they can still be viewed and pulled out of the area for taming from the adjacent area to the west: The Empress's Approach."
155238,Guardian of the Leaf,"Located in The Upper Reaches; Twisting Corridors, Torghast, Tower of the Damned (Dungeon). Very rarely appears as a boss in various Torghast wings."
155483,Faeleaf Shimmerwing,"Located in Torghast, Tower of the Damned (Dungeon). Not always tameable for players level 60 and below. If it appears one level higher than you then you won't be able to tame it, as it's elite."
155583,Scrapclaw,"Appears in the water, a short distance off-shore."
155703,Anq'uri the Titanic,Appears in all Assaults phases of the zone.
155770,Dread Hatchling,"Spawns when you destroy a Crawler Egg, which is only present when Tomb Burster's event is active."
155779,Tomb Burster <Dread Crawler Queen>,When Tomb Burster's event is active you can spawn her by destroying a bunch of Crawler Eggs in Dredhollow.
156046,Zan-tien Quilen,"Appears in the Assaults phase, during Mogu Assaults."
156077,Fiendish Terrorwing,"Found in Dredgewood, The Banewood, Ember Ward and Dominance Keep."
156083,Sanguifang,"Only present during Mogu Assaults. Found near Tu'shen Burial Ground, at the same place Cracklefang spawns in the earlier (non-Assaults) phase."
156242,Animated Prowler,"Located in Coldheart Interstitia, Torghast, Tower of the Damned (Dungeon)."
156284,Sinrunner,"Found at various locations in the zone, including: Dredgewood, The Banewood, Briarbane Stables & The Old Gate."
156389,Rajani Warserpent,"Normally friendly, but can be tamed if you use the toy ""N'lyeth, Sliver of N'Zoth"" while in War Mode. Appears in the Assaults phase of the zone, only during Mogu Assaults on days when the quest event Zan-Tien Serpent Cage is active."
156756,Black Bengal Goat,"Appears in the Assaults phase, during all Assaults. Found in various craggy areas."
156759,Docile Porcupine,"Appears in the Assaults phase, during all Assaults."
156760,Stillwater Crocolisk,"Appears in the Assaults phase, during all Assaults."
156778,Thundermaw,"Appears in the Assaults phase, during all Assaults."
156780,White Crane,"Appears in the Assaults phase, during all Assaults."
156788,Fairlands Gazelle,"Appears in the Assaults phase, during all Assaults."
156931,Silkfeather Hawk,"Appears in the Assaults phase, during all Assaults."
157083,Stonewing Ravager,"Located in The Upper Reaches, Torghast, Tower of the Damned (Dungeon)."
157121,Ekashim <Fangtaker Orsa's Companion>,Appears during Amathet Assaults.
157143,Arid Bonepicker,Appears in all Assaults phases of the zone. Found in a camp south of Khartut's Tomb.
157162,Rei Lun <Chalcedony Construct>,"Appears in the Assaults phase of the zone, during Mogu Assaults."
157279,Stormhowl <Thundermaw Alpha>,Appears during Mogu Assaults.
157290,Jade Watcher,Appears during Mogu Assaults.
157301,Carved Tracker <Avowed Stalker's Pet>,Possibly only present during/after the quest I Don't Get My Hands Dirty.
157341,Haofeng,"Appears in the Assaults phase of the zone, but only during Mogu Assaults, on days when the Serpent Binding event is up. Defeat the mogu restraining this cloud serpent in order to activate it."
157466,Anh-De the Loyal,Appears during Mogu Assaults.
157565,Ravager Drone,"Appears around hives during the quest event Ravager Hive, which is only available during Mantid Assaults, and not every day."
157567,Ravager Worker,"Appears around hives during the quest event Ravager Hive, which is only available during Mantid Assaults, and not every day."
157589,Highland Worg,"Located in Dunwald Ruins, Twilight Highlands (Vulpera Allied Race Recruitment Phase). This black worg is only available during the Vulpera Allied Race recruitment questline which means it's only ever available to Horde hunters, and possibly only once ever on your account."
157662,Unfallen Warhound,"In the north-east section of House of the Chosen. Friendly at first, it becomes hostile and tameable after completing the main story."
157665,Unfallen Warhound,"In the north-east section of House of the Chosen. Friendly at first, it becomes hostile and tameable after completing the main story."
157828,Ruinus Dredbat,"Can be found to the east of the muckpool, circling several of the trees."
158254,Kala,This version of Kala must be subdued for the quest Tough Love. If tamed she will reset after about a minute so you can complete the quest.
158256,Corrupted Cloudfeather,Found during the quest Agthia's Path
158409,Rusan,"Appears during Mogu Assaults, summoned by Houndlord Ren during combat."
158465,Poisonous Snake,"Appears during Amathet Assaults. Summoned during combat with two rare NPCs in the east of the zone: Scoutmaster Moswen (north of Halls of Origination, ~ 69.6, 42.0) and Fangtaker Orsa (in the south, ~75.0, 68.6)."
158530,Aqir Hive Guardian,Found in the Assaults phase of the zone. Classed as an Aberration.
158702,Lurking Monitor,Lurking Monitors phase out completely once you adjust the Scorching Mirror during the quest Securing Sinfall and so aren't available at all to hunters who select the Threads of Fate progress method. They initially look like statues. You have to aggro one to reveal which colour it is. Note that they don't appear on your beast tracker until aggroed.
158771,Ravenous Etherwyrm,Appears during the quest The Cycle of Anima: Drought Conditions.
158978,Great Granitefur,"Also found in the Ember Ward, just south of Dominance Keep."
159016,Agitated Gorm,"Spawned during the quest ""Collection Day""."
159177,Loyal Granitefur,This version of the Loyal Granitefur appears sporadically around the southern ramparts of Dominance Keep.
159323,Stoneward Trampler,"Located in The Upper Reaches; Twisting Corridors, Torghast, Tower of the Damned (Dungeon). May randomly appear as a rare boss in the aforementioned Torghast wings."
159610,Agitated Etherwyrm,Flies high over the hills of the southernmost region of the zone.
159693,Enthralled Gorm,Ridden by Mizik the Haughty.
159756,Marrowbore Hatchling,Spawns when you destroy a Marrowbore Nest.
159886,Sister Chelicerae,"Hidden in a cave, behind a shield of Intricate Webbing."
159895,Chelicerae's Children,Spawns when you attack the Intricate Webbing protecting Sister Chelicerae.
160089,Chamber Guardian,"Spawns during the quest, ""You Go First""."
160110,First Guardian of Kalliope,"Spawns during the quest, ""You Go First""."
160341,Sewer Beastling,"Located in Vision of Stormwind (Scenario). Can appear in the canals, at the intersection of the four areas."
160401,Grenich <Soulstalker Doina's Pet>,"Located in Halls of Atonement (Non-Instanced), Revendreth. Situated in a tower above the Halls of Atonement dungeon entrance."
160402,Grond <Soulstalker Doina's Pet>,"Located in Halls of Atonement (Non-Instanced), Revendreth. Situated in a tower above the Halls of Atonement dungeon entrance."
160872,Destroyer Krox'tazar,Only appears during Mantid Assaults and can be found wandering in several locations in the west of the zone.
160970,Vuk'laz the Earthbreaker,Appears in the Assaults phase of the zone. Vuk'laz is a world boss that appears every second week.
161130,Coastal Goat,"Appears to phase out during an advanced stage of the zone quest chain, but can be viewed and tamed from the very edge of Quilboar Briarpatch."
161131,Prickly Porcupine,"Appears to phase out during an advanced stage of the zone quest chain, but can be viewed and aggroed from the very edge of Quilboar Briarpatch."
161133,Coastal Albatross,"Appears to phase out during an advanced stage of the zone quest chain, but one can be viewed and aggroed from a point to the west of Abandoned Camp, near the waterfall. Stand right where the zone changes to ""Jrokgar's Coast"" and catch the one that circles nearby."
161256,Tomb Lurker,"Found during the Venthyr-only quest, ""Crypt Crashers""."
161280,Aqir Scarab,"Found throughout most of western Uldum, in all Assaults phases. Note: the red variant of this scarab is extremely rare - perhaps 1-in-100 or more spawns. You may need to search for a while, even kill off the blue scarabs, in order to get one."
161390,Darkhound Hunter,"Found in world quests ""Better Off Dead,"" and ""Deadly Reminder."""
161527,Sigilback,"Summoned by Orator Chloe during the ""Beasts of Bastion: Sigilback"" event."
161528,Aethon,"Summoned by Orator Chloe during the ""Beasts of Bastion: Aethon"" event."
161529,Nemaeus,"Summoned by Orator Chloe during the ""Beasts of Bastion: Nemaeus"" event."
161530,Cloudtail,"Summoned by Orator Chloe during the ""Beasts of Bastion: Cloudtail"" event."
161541,Aqir Scarab,Spawns during the Vuk'laz the Earthbreaker encounter. Vuk'laz is a world boss that appears every second week in the Assaults phase of the zone.
161672,Kri'vin,"Appears during Mantid Assaults, in the west of the zone."
161763,Assassin <Malefic Shadehound>,Spawns after reaching tier 3 of Eye of the Jailer.
162140,Skikx'traz,Appears during Aqir Unearthed Assaults and patrols the Ankhaten Harbor area.
162142,Qho,"Appears during Aqir Unearthed Assaults, just west of Obelisk of the Sun. Classed as an Aberration."
162147,Corpse Eater,Appears during Aqir Unearthed Assaults. Located north of Ruins of Ammon and south-west of Orsis.
162150,Corpse Swarmers,Spawned by Corpse Eater during combat. Corpse Eater is only found during Aqir Unearthed Assaults.
162173,R'krox the Runt,Appears during Aqir Unearthed Assaults. Patrols around the lake in the farm north-west of Uldum.
162237,Plagueroc,"Found during the Venthyr-only scenario, ""The Medallion of Dominion""."
162300,Ravenous Galescreamer,"Found during the Venthyr-only scenario, ""The Medallion of Dominion""."
162334,Riverbed Crocolisk,Appears in all Assaults phases of the zone. Found along the rivers.
162335,Oasis Crocolisk,Appears in all Assaults phases of the zone. Found along the mid-southern coast and northwestern region of the zone.
162336,Neferset Crocolisk,Appears in all Assaults phases of the zone. Found along rivers in the south..
162360,Camel,Appears in all Assaults phases of the zone. Found in the far west of the zone.
162361,Tiger,"Found in the Assaults (N'Zoth Invasion) phase of the zone, except during Black Empire Assaults."
